file_name,file_path,file_type,parse_status,pages,sha256,exact_duplicate_count,is_exact_duplicate,extracted_title,matched_evidence_id,matched_source_accession,matched_title,match_score,matched_table_kind,text_excerpt,error
fulltextRepo.pdf,D:\Download\fulltextRepo.pdf,pdf,ok,22,88c170c9e43fd72f172c06fc468ca0d34805ed71ff6e7fcd63b78597541de399,1,no,Probiotic Lactobacillus sp. as a strategy for modulation of non-comorbid obesity: A systematic meta-analysis and GRADE assessment of randomized controlled trials,PMID:40951500,40951500,Probiotic Lactobacillus sp. as a strategy for modulation of non-comorbid obesity: A systematic meta-analysis and GRADE assessment of randomized controlled trials.,1.000,evidence_registry.draft,"Received: October 2, 2024 - Accepted: February 2, 2025 - Published online: April 23, 2025 Review Article narra j Copyright: © 2025 by the authors. This is an open access article distributed under the terms and conditions of the CC BY-NC 4.0. Review Article Probiotic Lactobacillus sp. as a strategy for modulation of non-comorbid obesity: A systematic meta-analysis and GRADE assessment of randomized controlled trials Juan AJMN. Lele1, Karlos B . Sihaloho1, Dewa Vighneshwara1, Derren DCH . Rampengan2, Chrisandi Y . Rizqiansyah3, Happy K . Permatasari3, Nelly Mayulu 4, Trina E . Tallei5, Nurpudji A . Taslim6, Bonglee Kim 7,8, Immanuelle Kezia 9, Fahrul Nurkolis10,11,12 and Rony A. Syahputra13* 1Faculty of Medicine, Universitas Kristen Indonesia, Jakarta, Indonesia; 2Faculty of Medicine, Universitas Sam Ratulangi, Manado, Indonesia; 3Faculty of Medicine, Universitas Brawijaya, Malang, Indonesia; 4Department of Nutrition, Faculty of Health Science, Universitas Muhammadiyah Manado, Manado, Indonesia; 5Department of Biology, Faculty of Mathematics and Natural Sciences, Universitas Sam Ratulangi, Manado, Indonesia; 6Department of Nutrition, Faculty of Medicine, Universitas Hasanuddin, Makassar, Indonesia; 7Department of Pathology, College of Korean Medicine, Kyung Hee University, Seoul, South Korea ; 8Korean Medicine-Based Drug Repositioning Cancer Research Center, College of Korean Medicine, Kyung Hee U niversity, Seoul, South Korea; 9Prodia Widyahusada Tbk., Prodia Genome Center, Molecular Diagnostic Laboratory, Bioinformatics Unit, Jakarta, Indonesia; 10Universitas Islam Negeri Sunan Kalijaga, Yogyakarta, Indonesia; 11Master Program in Basic Medical Science, Faculty of Medicine, Universitas Airlangga, Surabaya, Indonesia; 12Medical Research Center of Indonesia, Surabaya, Indo",
Intermittent dietary carbohydrate restriction versus calorie restriction and cardiometabolic profiles_ A randomized trial(科研通-ablesci.com).pdf,D:\Download\Intermittent dietary carbohydrate restriction versus calorie restriction and cardiometabolic profiles_ A randomized trial(科研通-ablesci.com).pdf,pdf,ok,12,a3fac333a2b9d23bc5500913f4ae48ac3f4a43d8164162b44e0bb1d6a298bc28,1,no,Intermittent dietary carbohydrate restriction versus calorie restriction and cardiometabolic profiles: A randomized trial,PMID:37545298,37545298,Intermittent dietary carbohydrate restriction versus calorie restriction and cardiometabolic profiles: A randomized trial.,1.000,evidence_registry.expansion,"ORIGINAL ARTICLE Clinical Trials and Investigations Intermittent dietary carbohydrate restriction versus calorie restriction and cardiometabolic profiles: A randomized trial Yalan Dou 1 | Yuan Jiang 1 | Xiaotian Chen 1,2 | Yi Zhang 1,2 | Yin Wang 1,2 | Hongyan Chen 1 | Wennan He 1 | Weili Yan 1,2 1Department of Clinical Epidemiology & Clinical Trial Unit, Children ’ s Hospital of Fudan University, National Children ’ s Medical Center, Shanghai, China 2Research Unit of Early Intervention of Genetically Related Childhood Cardiovascular Diseases (2018RU002), Chinese Academy of Medical Sciences, Shanghai, China Correspondence Weili Yan, Department of Clinical Epidemiology and Clinical Trial Unit, Children ’ s Hospital of Fudan University, National Children’ s Medical Center, 399 Wan Yuan Rd., Shanghai 201102, China. Email: yanwl@fudan.edu.cn Funding information CAMS Innovation Fund for Medical Sciences, Grant/Award Number: 2019-I2M-5-002; Shanghai Health Commission of Health Industry Clinical Research Project, Grant/Award Number: 20194Y0209; Shanghai School Physical Education Key Scientific Research Project, Grant/Award Number: HJTY-2018-B01 Abstract Objective: The aim of this study was to investigate the effectiveness of an intermit- tent low-carbohydrate diet (ILCD) versus calorie restriction (ICR) in young popula- tions and potential mechanisms. Methods: Thirty-four participants aged 9 to 30 years with cardiometabolic risk were ran- domized to receive a self-administered 2-week ILCD (carbohydrate intake ≤ 50 g/d on seven nonconsecutive days) or ICR (500 – 600 kcal/d for two consecutive days per week). Differences in changes in obesity measures, glycemic and lipid profiles, gut microbiota composition, and three serum biomarkers were compared. Results: The ILCD and ICR sim",
Inulin‐type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight_ob(科研通-ablesci.com).pdf,D:\Download\Inulin‐type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight_ob(科研通-ablesci.com).pdf,pdf,ok,33,a2dd7a20b67d2f7752396719b450113c1af4b5d9b0cdf747601fb54c0579d258,1,no,Inulin&#x02010;type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight&#x0002F;obesity: a randomized controlled trial,PMID:28730743,28730743,Inulin-type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight/obesity: A randomized controlled trial.,1.000,evidence_registry.expansion,"www.mnf-journal.com Page 1 Molecular Nutrition & Food Research Received: 02-06-2017; Revised: 13-07-2017; Accepted: 14-07-2017 This article has been accepted for publication and undergone full peer review but has not been through the copyediting, typesetting, pagination and proofreading process, which may lead to differences between this version and the Version of Record. Please cite this article as doi: 10.1002/mnfr.201700484. This article is protected by copyright. All rights reserved. Research Article Inulin-type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight/obesity: a randomized controlled trial Raylene A. Reimer1,2, Holly J. Willis3, Jasmine M. Tunnicliffe1, Heekuk Park4, Karen L. Madsen4, Adriana Soto-Vaca3 1Faculty of Kinesiology, University of Calgary, Calgary, Canada 2Department of Biochemistry and Molecular Biology, Cumming School of Medicine, University of Calgary, Calgary, Canada 3General Mills Bell Institute of Health and Nutrition, Golden Valley, USA 4Division of Gastroenterology, Centre of Excellence for Gastrointestinal Inflammation and Immunity Research, University of Alberta, Edmonton, Canada Correspondence: Raylene A. Reimer reimer@ucalgary.ca Keywords: Appetite; Dairy protein; Gut microbiota; Inulin/oligofructose; Weight management Abbreviations: BMI, body mass index; DXA, dual energy x-ray absorptiometry; GI, gastrointestinal; ITF, inulin-type fructans; MTT, meal tolerance test; QOL, quality of life; VAS, visual analogue scale.",
jcm-09-01788-v2 (1).pdf,D:\Download\jcm-09-01788-v2 (1).pdf,pdf,ok,35,5d4c394b80844de5206bb87754f853e9f2e6f36cefb852f7261a9444c10bd408,2,yes,The Eﬀect of Probiotics and Synbiotics on Risk Factors Associated with Cardiometabolic Diseases in Healthy People—A Systematic Review and Meta-Analysis with Meta-Regression of Randomized,PMID:32521799,32521799,The Effect of Probiotics and Synbiotics on Risk Factors Associated with Cardiometabolic Diseases in Healthy People-A Systematic Review and Meta-Analysis with Meta-Regression of Randomized Controlled Trials.,1.000,evidence_registry.draft,"Journal of Clinical Medicine Review The Eﬀect of Probiotics and Synbiotics on Risk Factors Associated with Cardiometabolic Diseases in Healthy People—A Systematic Review and Meta-Analysis with Meta-Regression of Randomized Controlled Trials Karolina Skonieczna- ˙Zydecka 1 , Karolina Ka´ zmierczak-Siedlecka2 , Mariusz Kaczmarczyk 3, Joanna ´Sliwa-Dominiak 4, Dominika Maciejewska 1 , Katarzyna Janda 1 , Ewa Stachowska 1 , Beata Łoniewska 5 , Damian Malinowski 6 , Krzysztof Borecki 1 , Wojciech Marlicz 7,* and Igor Łoniewski 1,* 1 Department of Human Nutrition and Metabolomics, Pomeranian Medical University in Szczecin, 71-460 Szczecin, Poland; karzyd@pum.edu.pl (K.S.- ˙Z.); dmaciejewska.pum@gmail.com (D.M.); katarzyna.janda@pum.edu.pl (K.J.); ewa.stachowska@pum.edu.pl (E.S.); k.borecki.pum@gmail.com (K.B.) 2 Department of Surgical Oncology, Medical University of Gdansk, Smoluchowskiego 17, 80-214 Gda ´ nsk, Poland; leokadia@gumed.edu.pl 3 Department of Clinical and Molecular Biochemistry, Pomeranian Medical University in Szczecin, 70-111 Szczecin, Poland; mariush@pum.edu.pl 4 Sanprobi sp. z o.o. sp. k. Kurza Stopka 5 /c, 70-535 Szczecin, Poland; joanna.sliwa@sanprobi.pl 5 Department of Neonatal Diseases, Pomeranian Medical University in Szczecin, 70-111 Szczecin, Poland; beatal@pum.edu.pl 6 Department of Pharmacology, Pomeranian Medical University in Szczecin, 70-111 Szczecin, Poland; damian.malinowski@pum.edu.pl 7 Department of Gastroenterology, Pomeranian Medical University, 71-252 Szczecin, Poland * Correspondence: marlicz@hotmail.com (W.M.); sanprobi@sanprobi.pl (I.Ł.); Tel.: +48-91-425-3231 (W.M.) Received: 3 May 2020; Accepted: 5 June 2020; Published: 8 June 2020 /gid00030/gid00035/gid00032/gid00030/gid00038/gid00001/gid00033/gid00042/gid00045/gid00001 /gid00048/gid",
jcm-09-01788-v2.pdf,D:\Download\jcm-09-01788-v2.pdf,pdf,ok,35,5d4c394b80844de5206bb87754f853e9f2e6f36cefb852f7261a9444c10bd408,2,yes,The Eﬀect of Probiotics and Synbiotics on Risk Factors Associated with Cardiometabolic Diseases in Healthy People—A Systematic Review and Meta-Analysis with Meta-Regression of Randomized,PMID:32521799,32521799,The Effect of Probiotics and Synbiotics on Risk Factors Associated with Cardiometabolic Diseases in Healthy People-A Systematic Review and Meta-Analysis with Meta-Regression of Randomized Controlled Trials.,1.000,evidence_registry.draft,"Journal of Clinical Medicine Review The Eﬀect of Probiotics and Synbiotics on Risk Factors Associated with Cardiometabolic Diseases in Healthy People—A Systematic Review and Meta-Analysis with Meta-Regression of Randomized Controlled Trials Karolina Skonieczna- ˙Zydecka 1 , Karolina Ka´ zmierczak-Siedlecka2 , Mariusz Kaczmarczyk 3, Joanna ´Sliwa-Dominiak 4, Dominika Maciejewska 1 , Katarzyna Janda 1 , Ewa Stachowska 1 , Beata Łoniewska 5 , Damian Malinowski 6 , Krzysztof Borecki 1 , Wojciech Marlicz 7,* and Igor Łoniewski 1,* 1 Department of Human Nutrition and Metabolomics, Pomeranian Medical University in Szczecin, 71-460 Szczecin, Poland; karzyd@pum.edu.pl (K.S.- ˙Z.); dmaciejewska.pum@gmail.com (D.M.); katarzyna.janda@pum.edu.pl (K.J.); ewa.stachowska@pum.edu.pl (E.S.); k.borecki.pum@gmail.com (K.B.) 2 Department of Surgical Oncology, Medical University of Gdansk, Smoluchowskiego 17, 80-214 Gda ´ nsk, Poland; leokadia@gumed.edu.pl 3 Department of Clinical and Molecular Biochemistry, Pomeranian Medical University in Szczecin, 70-111 Szczecin, Poland; mariush@pum.edu.pl 4 Sanprobi sp. z o.o. sp. k. Kurza Stopka 5 /c, 70-535 Szczecin, Poland; joanna.sliwa@sanprobi.pl 5 Department of Neonatal Diseases, Pomeranian Medical University in Szczecin, 70-111 Szczecin, Poland; beatal@pum.edu.pl 6 Department of Pharmacology, Pomeranian Medical University in Szczecin, 70-111 Szczecin, Poland; damian.malinowski@pum.edu.pl 7 Department of Gastroenterology, Pomeranian Medical University, 71-252 Szczecin, Poland * Correspondence: marlicz@hotmail.com (W.M.); sanprobi@sanprobi.pl (I.Ł.); Tel.: +48-91-425-3231 (W.M.) Received: 3 May 2020; Accepted: 5 June 2020; Published: 8 June 2020 /gid00030/gid00035/gid00032/gid00030/gid00038/gid00001/gid00033/gid00042/gid00045/gid00001 /gid00048/gid",
Mediators of Inflammation - 2014 - Rajkumar - Effect of Probiotic  VSL 3  and Omega‐3 on Lipid Profile  Insulin Sensitivity.pdf,D:\Download\Mediators of Inflammation - 2014 - Rajkumar - Effect of Probiotic  VSL 3  and Omega‐3 on Lipid Profile  Insulin Sensitivity.pdf,pdf,ok,8,8ea45ac0ef136d1b8b0ff6d4581d277cf1ded4b3e4e1a4f402df55c5d3e5f3ac,1,no,"Effect of Probiotic (VSL#3) and Omega‐3 on Lipid Profile, Insulin Sensitivity, Inflammatory Markers, and Gut Colonization in Overweight Adults: A Randomized, Controlled Trial",PMID:24795503,24795503,"Effect of probiotic (VSL#3) and omega-3 on lipid profile, insulin sensitivity, inflammatory markers, and gut colonization in overweight adults: a randomized, controlled trial.",1.000,evidence_registry.expansion,"ClinicalStudy Effect of Probiotic (VSL#3) and Omega-3 on Lipid Profile, Insulin Sensitivity, Inflammatory Markers, and Gut Colonization in Overweight Adults: A Randomized, Controlled Trial Hemalatha Rajkumar, Naseha Mahmood, Manoj Kumar, Sudarshan Reddy Varikuti, Hanumanth Reddy Challa, and Shiva Prakash Myakala DepartmentofMicrobiologyandImmunology,NationalInstituteofNutrition,ICMR,Hyderabad500007,India CorrespondenceshouldbeaddressedtoManojKumar;manoj15micro@yahoo.co.in Received13January2014;Revised22February2014;Accepted25February2014;Published26March2014 AcademicEditor:IshakOzelTekin Copyright © 2014 HemalathaRajkumaretal. This is an open access article distributed under the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. To evaluate the effects of probiotic (VSL#3) and omega-3 fatty acid on insulin sensitivity, blood lipids, and inflammation, we conducted a clinical trial in 60 overweight (BMI>25 ), healthy adults, aged 40–60 years. After initial screening the subjects were randomizedintofourgroupswith15pergroup.Thefourgroupsreceived,respectively,placebo,omega-3fattyacid,probioticVSL#3, or both omega-3 and probiotic, for 6 weeks. Blood and fecal samples were collected at baseline and after 6 weeks. The probiotic (VSL#3) supplemented group had significant reduction in total cholesterol, triglyceride, LDL, and VLDL and had increased HDL (𝑃<0.05) value. VSL#3 improved insulin sensitivity (𝑃<0.01) ,d e c r e a s e dh s C R P ,a n df a v o r a b l ya ff e c t e dt h ec o m p o s i t i o no f gut microbiota. Omega-3 had significant effect on insulin sensitivity and hsCRP but had no effect on gut microbiota. Addition of omega-3fattyacidwithVSL#3hadmorepronounc",
mental-health-and-health-related-quality-of-life-response-to-curcumin-probiotic-drink-powder-co-supplementation-in-adults-with-overweightobesity-and-metabolic-syndrome-a-four-arm-randomised-double-bli.pdf,D:\Download\mental-health-and-health-related-quality-of-life-response-to-curcumin-probiotic-drink-powder-co-supplementation-in-adults-with-overweightobesity-and-metabolic-syndrome-a-four-arm-randomised-double-bli.pdf,pdf,ok,11,46ace003ffdca349b2ec67955c02935187940c7886ccfe771af87fb2b41eb354,1,no,"Mental health and health-related quality of life response to curcumin-probiotic drink powder co-supplementation in adults with overweight/obesity and metabolic syndrome: a four-arm randomised, double-blind, placebo-controlled, clinical trial",PMID:40375569,40375569,"Mental health and health-related quality of life response to curcumin-probiotic drink powder co-supplementation in adults with overweight/obesity and metabolic syndrome: a four-arm randomised, double-blind, placebo-controlled, clinical trial.",1.000,evidence_registry.expansion2,"British Journal of Nutrition cambridge.org/bjn Research Article Cite this article: Mohsenpour MA, Mohammadi F, Sohrabi Z, Niakousari M, Jeddi M, and Eftekhari MH (2025) Mental health and health-related quality of life response to curcumin-probiotic drink powder co- supplementation in adults with overweight/ obesity and metabolic syndrome: a four-arm randomised, double-blind, placebo-controlled, clinical trial. British Journal of Nutrition 133: 1320–1330. doi: 10.1017/S0007114525000923 Received: 27 March 2024 Revised: 26 January 2025 Accepted: 11 April 2025 First published online: 16 May 2025 Keywords: Curcumin; Probiotic; Metabolic syndrome; Overweight; Obesity; Mental health; Quality of life Abbreviations: CurPro, curcumin-probiotic; HRQOL, health- related quality of life; MetS, metabolic syndrome; SF-36, 36-item short form health survey; T2DM, type 2 diabetes mellitus Corresponding author: Mohammad Hassan Eftekhari; Email: eftekharim@sums.ac.ir © The Author(s), 2025. Published by Cambridge University Press on behalf of The Nutrition Society. Mental health and health-related quality of life response to curcumin-probiotic drink powder co-supplementation in adults with overweight/ obesity and metabolic syndrome: a four-arm randomised, double-blind, placebo-controlled, clinical trial Mohammad Ali Mohsenpour 1,2 , Farzaneh Mohammadi 1,2, Zahra Sohrabi 3, Mehrdad Niakousari4, Marjan Jeddi 5 and Mohammad Hassan Eftekhari 2,6 1Student Research Committee, Shiraz University of Medical Sciences, Shiraz, Iran; 2Department of Clinical Nutrition, School of Nutrition and Food Sciences, Shiraz University of Medical Sciences, Shiraz, Iran; 3Nutrition Research Center, School of Nutrition and Food Sciences, Shiraz University of Medical Sciences, Shiraz, Iran; 4Department of Food Science",
metabolites-14-00129.pdf,D:\Download\metabolites-14-00129.pdf,pdf,ok,14,45663c0abf9ac01478980e2f4930534130b10d2fa759403f529f5065d66c956f,1,no,The Efficacy of Lactobacillus delbrueckii ssp. bulgaricus Supplementation in Managing Body Weight and Blood Lipids of People with Overweight: A Randomized Pilot Trial,PMID:38393021,38393021,The Efficacy of Lactobacillus delbrueckii ssp. bulgaricus Supplementation in Managing Body Weight and Blood Lipids of People with Overweight: A Randomized Pilot Trial.,1.000,evidence_registry.expansion,"Citation: Chu, P .-Y.; Yu, Y.-C.; Pan, Y.-C.; Dai, Y.-H.; Yang, J.-C.; Huang, K.-C.; Wu, Y.-C. The Efficacy of Lactobacillus delbrueckii ssp. bulgaricus Supplementation in Managing Body Weight and Blood Lipids of People with Overweight: A Randomized Pilot Trial. Metabolites 2024, 14, 129. https://doi.org/10.3390/ metabo14020129 Academic Editor: Herbert Ryan Marini Received: 20 November 2023 Revised: 23 December 2023 Accepted: 7 February 2024 Published: 16 February 2024 Copyright: © 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https:// creativecommons.org/licenses/by/ 4.0/). metabolites H OH OH Article The Efficacy of Lactobacillus delbrueckii ssp. bulgaricus Supplementation in Managing Body Weight and Blood Lipids of People with Overweight: A Randomized Pilot Trial Pei-Yi Chu 1, Ying-Chun Yu 2,3 , Yi-Cheng Pan 1,4 , Yun-Hao Dai 1,5 , Juan-Cheng Yang 1,6 , Kuo-Chin Huang 6,7, * and Yang-Chang Wu 1,8,9, * 1 Chinese Medicine Research and Development Center, China Medical University Hospital, Taichung 404327, Taiwan; ositachucmu@gmail.com (P .-Y.C.); alce2943@gmail.com (Y.-C.P .); s8355099@gmail.com (Y.-H.D.); qq9113054@gmail.com (J.-C.Y.) 2 Department of Medical Research, Chinese Medicine Research and Development Center, China Medical University Hospital, Taichung 404327, Taiwan; yingchun.ycyu@gmail.com 3 Graduate Institute of Biomedical Sciences, Center for Tumor Biology, School of Medicine, China Medical University, Taichung 404328, Taiwan 4 Ph.D. Program for Cancer Biology and Drug Discovery, China Medical University and Academia Sinica, Taichung 404328, Taiwan 5 School of Pharmacy, China Medical University, Taichung 404328, T",
NarraJ-5-e1562.pdf,D:\Download\NarraJ-5-e1562.pdf,pdf,ok,22,753ba96aaca711f02ed8617c3893be0fbe28ef9465ea30e25ca6f969a57e3ba5,1,no,Probiotic Lactobacillus sp. as a strategy for modulation of non-comorbid obesity: A systematic meta-analysis and GRADE assessment of randomized controlled trials,PMID:40951500,40951500,Probiotic Lactobacillus sp. as a strategy for modulation of non-comorbid obesity: A systematic meta-analysis and GRADE assessment of randomized controlled trials.,1.000,evidence_registry.draft,"Received: October 2, 2024 - Accepted: February 2, 2025 - Published online: April 23, 2025 Review Article narra j Copyright: © 2025 by the authors. This is an open access article distributed under the terms and conditions of the CC BY-NC 4.0. Review Article Probiotic Lactobacillus sp. as a strategy for modulation of non-comorbid obesity: A systematic meta-analysis and GRADE assessment of randomized controlled trials Juan AJMN. Lele1, Karlos B . Sihaloho1, Dewa Vighneshwara1, Derren DCH . Rampengan2, Chrisandi Y . Rizqiansyah3, Happy K . Permatasari3, Nelly Mayulu 4, Trina E . Tallei5, Nurpudji A . Taslim6, Bonglee Kim 7,8, Immanuelle Kezia 9, Fahrul Nurkolis10,11,12 and Rony A. Syahputra13* 1Faculty of Medicine, Universitas Kristen Indonesia, Jakarta, Indonesia; 2Faculty of Medicine, Universitas Sam Ratulangi, Manado, Indonesia; 3Faculty of Medicine, Universitas Brawijaya, Malang, Indonesia; 4Department of Nutrition, Faculty of Health Science, Universitas Muhammadiyah Manado, Manado, Indonesia; 5Department of Biology, Faculty of Mathematics and Natural Sciences, Universitas Sam Ratulangi, Manado, Indonesia; 6Department of Nutrition, Faculty of Medicine, Universitas Hasanuddin, Makassar, Indonesia; 7Department of Pathology, College of Korean Medicine, Kyung Hee University, Seoul, South Korea ; 8Korean Medicine-Based Drug Repositioning Cancer Research Center, College of Korean Medicine, Kyung Hee U niversity, Seoul, South Korea; 9Prodia Widyahusada Tbk., Prodia Genome Center, Molecular Diagnostic Laboratory, Bioinformatics Unit, Jakarta, Indonesia; 10Universitas Islam Negeri Sunan Kalijaga, Yogyakarta, Indonesia; 11Master Program in Basic Medical Science, Faculty of Medicine, Universitas Airlangga, Surabaya, Indonesia; 12Medical Research Center of Indonesia, Surabaya, Indo",
NCT01433120.csv,D:\Download\NCT01433120.csv,csv,ok,csv,9346f59ecd60e00ff8fdb784a1234dbe84dcfabe7ae9624a02422fd477cb8da2,1,no,Targeting the Gut Microbiome to Investigate the Pathways of Progression From Obesity to Metabolic Diseases in an At-risk Population.,NCT:NCT01433120,NCT01433120,Targeting the Gut Microbiome to Investigate the Pathways of Progression From Obesity to Metabolic Diseases in an At-risk Population.,1.000,evidence_registry.expansion,"NCT01433120 Targeting the Gut Microbiome to Investigate the Pathways of Progression From Obesity to Metabolic Diseases in an At-risk Population. https://clinicaltrials.gov/study/NCT01433120 COMPLETED Studies of the human gut microbiome have suggested that treatment or prevention aimed at the obese microbiome could influence the development of obesity-associated metabolic disturbances. The objective of this project is to explore if a dietary intervention in 60 obese women with the probiotic Lactobacillus paracasei ssp paracasei F19 or flax seed fibres targeting the gut microbiome, can reduce insulin resistance, low-grade inflammation or dyslipidaemia, and to explore the interaction between the human genome and the gut microbiome. The study is based on the following hypotheses: * Treatment with the probiotic Lactobacillus paracasei ssp paracasei F19 and flax seed fibres will lower the metabolic risk profile in the intervention groups compared with placebo. * The effect on the metabolic risk markers can be correlated with changes in the gut microbiota (measured in faeces). After completion of the dietary intervention, the participants are offered a 10-week weight reduction program. Those who participate in the weight-loss program are invited to an optional follow-up visit in connection with the last visit at the clinical dietician, for the purpose of exploring the effect of weight loss on the gut microbiota and obesity-associated metabolic disturbances. NO Obesity|Insulin Resistance DIETARY_SUPPLEMENT: Lactobacillus paracasei ssp paracasei F19|DIETARY_SUPPLEMENT: Flax seed fibres|DIETARY_SUPPLEMENT: Maltodextrin (Placebo) Insulin resistance, 3H OGTT (75g glucose), Week 0,6|Changes in the gut microbiota, Week 0,6 Inflammatory markers, Week 0,4,6|Lipid metabolism, Week 0,6|T",
NCT04962633.csv,D:\Download\NCT04962633.csv,csv,ok,csv,c335490abb0a3f134eaf5f761ae4acf89409434f7b603b7b5b666025d58bf550,1,no,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status,NCT:NCT04962633,NCT04962633,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status,1.000,evidence_registry.draft,"NCT04962633 Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status https://clinicaltrials.gov/study/NCT04962633 ProPas COMPLETED This study aims to investigate the effects of daily consumption for 4 weeks of a probiotic durum wheat pasta vs a conventional durum wheat pasta without probiotics on fasting metabolic parameters and inflammatory status, on gut permeability and functionality, on daily energy intakes, appetite feelings, body weight, body mass index (BMI), waist and hip circumferences, blood pressure, body composition and wellbeing status in overweight and obese subjects. NO Overweight and Obesity OTHER: Probiotic Pasta|OTHER: Control Pasta Changes in fasting inflammatory blood markers, Measure of plasma C-reactive protein (mmol/L), 1 months|Changes in fasting plasma lipids, Measure of plasma concentrations (mg/dL) of Total-, LDL-, and HDL-Cholesterol, as well as Triglycerides, 1 months|Changes in fasting plasma glucose, Measure of plasma glucose concentrations (mg/dL), 1 months Changes in small intestine permeability, Measure of lactulose and mannitol excreted in urines collected in the 0-5 hours time interval after an oral challenge with 5 g lactulose, 2 g mannitol and 2 g sucralose dissolved in 100 mL of water. The amounts of lactulose and mannitol excreted will be expressed in milligrams, and their ratio (lactulose/mannitol) will be calculated and used as marker of small intestine permeability, 1 month|Changes in colonic permeability, Measure of sucralose excreted in urines collected over 24 hours after an oral challenge with 5 g lactulose, 2 g mannitol and 2 g sucralose dissolved in 100 mL of water. The amount of sucralose excreted will be expressed in milligrams and will be used as marker of colonic per",
NCT05114018.csv,D:\Download\NCT05114018.csv,csv,ok,csv,94587e4f619c87b024beb1666b8ff81186460aef5b66c79de60e66ef5d555c88,1,no,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,NCT:NCT05114018,NCT05114018,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,1.000,evidence_registry.expansion,"NCT05114018 Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia https://clinicaltrials.gov/study/NCT05114018 COMPLETED The purpose of this study is to demonstrate the efficacy of pasteurized Akkermansia muciniphila (pAKK) in improving insulin sensitivity in hyperglycaemic, but otherwise healthy persons with metabolic syndrome. This is the primary objective of this study. Secondary objectives consist of evaluation of the effects of next generation beneficial microbes on metabolic health, anthropometry and body composition, and safety. Therefore, the trial is designed as a phase 2, randomized, double-blind, placebo-controlled, parallel group, multi-center trial comparing pAKK with placebo in restoring insulin sensitivity in dysglycaemic but otherwise healthy subjects with metabolic syndrome. In total, 144 enrolled participants will attend 6 study visits in total. Study visits may be conducted in the clinic, at home by a Healthcare Professional, or by telephone / telemedicine. NO Metabolic Syndrome|Pre-diabetes|Overweight and Obesity DIETARY_SUPPLEMENT: Pasteurized A. muciniphila|DIETARY_SUPPLEMENT: placebo Insulin sensitivity by Matsuda Index, Absolute change from baseline to day 120 in treatment group as compared to placebo in insulin sensitivity as determined by Matsuda., From baseline to day 120 Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity, change in treatment group as compared to placebo by measuring fasting glucose and insulin values, From baseline to day 120|fasting blood glucose, change in treatment group as compared to placebo, From baseline to day 120|3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OG",
