"evidence_id","source_database","source_accession","title","outcome_domain","suggested_text","suggested_p_value","final_value","final_unit","final_direction","comparison","time_point","p_value_confirmed","sample_size_confirmed","extraction_source","reviewer","review_status","reviewer_note"
"EUROPEPMC:41512635","PubMed","41512635","Effects of a novel synbiotic intervention on abdominal visceral fat reductions and gut microbiota in overweight and obese adults: A randomized, double-blind, placebo-controlled trial.","microbiome","Effects of a novel synbiotic intervention on abdominal visceral fat reductions and gut microbiota in overweight and obese adults: A randomized, double-blind, placebo-controlled trial.","p = 0.048; p = 0.051; p = 0.003; p = 0.027; p = 0.077","","","","","","","112 participants","detail_hint","supplement_queue","pending",""
"PMID:29688793","PubMed","29688793","Lactobacillus gasseri BNR17 Supplementation Reduces the Visceral Fat Accumulation and Waist Circumference in Obese Adults: A Randomized, Double-Blind, Placebo-Controlled Trial.","weight","Animal studies reported that BNR17 inhibited increases in body weight and adipose tissue weights.","P = .038; P = .012; P = .045","","","","","","","","detail_hint","supplement_queue","pending",""
"PMID:29688793","PubMed","29688793","Lactobacillus gasseri BNR17 Supplementation Reduces the Visceral Fat Accumulation and Waist Circumference in Obese Adults: A Randomized, Double-Blind, Placebo-Controlled Trial.","BMI","Body weight, BMI, waist and hip circumferences, waist-to-hip ratio, abdominal adipose tissue areas, body fat mass, lean body mass, and biochemical parameters were assessed at the beginning and end of the trial.","P = .038; P = .012; P = .045","","","","","","","","detail_hint","supplement_queue","pending",""
"PMID:29688793","PubMed","29688793","Lactobacillus gasseri BNR17 Supplementation Reduces the Visceral Fat Accumulation and Waist Circumference in Obese Adults: A Randomized, Double-Blind, Placebo-Controlled Trial.","waist","Lactobacillus gasseri BNR17 Supplementation Reduces the Visceral Fat Accumulation and Waist Circumference in Obese Adults: A Randomized, Double-Blind, Placebo-Controlled Trial.","P = .038; P = .012; P = .045","","","","","","","","detail_hint","supplement_queue","pending",""
"PMID:29688793","PubMed","29688793","Lactobacillus gasseri BNR17 Supplementation Reduces the Visceral Fat Accumulation and Waist Circumference in Obese Adults: A Randomized, Double-Blind, Placebo-Controlled Trial.","body_fat","Lactobacillus gasseri BNR17 Supplementation Reduces the Visceral Fat Accumulation and Waist Circumference in Obese Adults: A Randomized, Double-Blind, Placebo-Controlled Trial.","P = .038; P = .012; P = .045","","","","","","","","detail_hint","supplement_queue","pending",""
"PMID:20216555","PubMed","20216555","Regulation of abdominal adiposity by probiotics (Lactobacillus gasseri SBT2055) in adults with obese tendencies in a randomized controlled trial.","weight","Body weight and other measures also decreased significantly (P<0.001) as follows: body weight, 1.4% (-1.1 (-1.5, -0.7) kg); BMI, 1.5% (-0.4 (-0.5, -0.2) kg/m(2)); waist, 1.8% (-1.7 (-2.1, -1.4) cm); hip, 1.5% (-1.5 (-1.8, -1.1) cm).","P<0.01; P<0.001","","","","","","","n=87; n=43; n=44","detail_hint","supplement_queue","pending",""
"PMID:20216555","PubMed","20216555","Regulation of abdominal adiposity by probiotics (Lactobacillus gasseri SBT2055) in adults with obese tendencies in a randomized controlled trial.","BMI","Body weight and other measures also decreased significantly (P<0.001) as follows: body weight, 1.4% (-1.1 (-1.5, -0.7) kg); BMI, 1.5% (-0.4 (-0.5, -0.2) kg/m(2)); waist, 1.8% (-1.7 (-2.1, -1.4) cm); hip, 1.5% (-1.5 (-1.8, -1.1) cm).","P<0.01; P<0.001","","","","","","","n=87; n=43; n=44","detail_hint","supplement_queue","pending",""
"PMID:20216555","PubMed","20216555","Regulation of abdominal adiposity by probiotics (Lactobacillus gasseri SBT2055) in adults with obese tendencies in a randomized controlled trial.","waist","Body weight and other measures also decreased significantly (P<0.001) as follows: body weight, 1.4% (-1.1 (-1.5, -0.7) kg); BMI, 1.5% (-0.4 (-0.5, -0.2) kg/m(2)); waist, 1.8% (-1.7 (-2.1, -1.4) cm); hip, 1.5% (-1.5 (-1.8, -1.1) cm).","P<0.01; P<0.001","","","","","","","n=87; n=43; n=44","detail_hint","supplement_queue","pending",""
"PMID:20216555","PubMed","20216555","Regulation of abdominal adiposity by probiotics (Lactobacillus gasseri SBT2055) in adults with obese tendencies in a randomized controlled trial.","body_fat","Abdominal fat area was determined by computed tomography.; In the active FM group, abdominal visceral and subcutaneous fat areas significantly (P<0.01) decreased from baseline by an average of 4.6% (mean (confidence interval): -5.8 (-10.0, -1.7) cm(2)) and 3.3% (-7.4 (-11.6, -3.1) cm(2)), respectively.","P<0.01; P<0.001","","","","","","","n=87; n=43; n=44","detail_hint","supplement_queue","pending",""
"PMID:40077569","PubMed","40077569","Effects of Liupao Tea with Different Years of Aging on Glycolipid Metabolism, Body Composition, and Gut Microbiota in Adults with Obesity or Overweight: A Randomized, Double-Blind Study.","weight","Body weight, body fat mass (BFM), body mass index (BMI), waist circumference (WC), body fat percentage (BFP), and visceral fat area (VFA) significantly declined across all groups (p < 0.05).","p < 0.001; p < 0.05","","","","","","","106 adults","detail_hint","expansion_queue","pending",""
"PMID:40077569","PubMed","40077569","Effects of Liupao Tea with Different Years of Aging on Glycolipid Metabolism, Body Composition, and Gut Microbiota in Adults with Obesity or Overweight: A Randomized, Double-Blind Study.","BMI","Body weight, body fat mass (BFM), body mass index (BMI), waist circumference (WC), body fat percentage (BFP), and visceral fat area (VFA) significantly declined across all groups (p < 0.05).","p < 0.001; p < 0.05","","","","","","","106 adults","detail_hint","expansion_queue","pending",""
"PMID:40077569","PubMed","40077569","Effects of Liupao Tea with Different Years of Aging on Glycolipid Metabolism, Body Composition, and Gut Microbiota in Adults with Obesity or Overweight: A Randomized, Double-Blind Study.","waist","Body weight, body fat mass (BFM), body mass index (BMI), waist circumference (WC), body fat percentage (BFP), and visceral fat area (VFA) significantly declined across all groups (p < 0.05).","p < 0.001; p < 0.05","","","","","","","106 adults","detail_hint","expansion_queue","pending",""
"PMID:40077569","PubMed","40077569","Effects of Liupao Tea with Different Years of Aging on Glycolipid Metabolism, Body Composition, and Gut Microbiota in Adults with Obesity or Overweight: A Randomized, Double-Blind Study.","body_fat","Body weight, body fat mass (BFM), body mass index (BMI), waist circumference (WC), body fat percentage (BFP), and visceral fat area (VFA) significantly declined across all groups (p < 0.05).","p < 0.001; p < 0.05","","","","","","","106 adults","detail_hint","expansion_queue","pending",""
"PMID:40077569","PubMed","40077569","Effects of Liupao Tea with Different Years of Aging on Glycolipid Metabolism, Body Composition, and Gut Microbiota in Adults with Obesity or Overweight: A Randomized, Double-Blind Study.","lipid","Total cholesterol (TC) and low-density lipoprotein cholesterol (LDL-C) levels decreased significantly in the 1-, 4-, and 10-year-aged groups (p < 0.05), while high-density lipoprotein cholesterol (HDL-C) increased in the 7-year-aged group (p < 0.05).","p < 0.001; p < 0.05","","","","","","","106 adults","detail_hint","expansion_queue","pending",""
"PMID:40077569","PubMed","40077569","Effects of Liupao Tea with Different Years of Aging on Glycolipid Metabolism, Body Composition, and Gut Microbiota in Adults with Obesity or Overweight: A Randomized, Double-Blind Study.","microbiome","The metabolic parameters, body composition, and gut microbiota were assessed at baseline and after the 90-day intervention.; All LPT groups experienced significant reductions in systolic blood pressure (SBP) and diastolic blood pressure (DBP), with the 10-year-aged group showing the most notable SBP decrease (p < 0.001).","p < 0.001; p < 0.05","","","","","","","106 adults","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40409234","PubMed","40409234","Effects of multi-strain probiotics supplementation on body adiposity and metabolic profile in individuals with hypertension and overweight following an energy-restricted diet: A randomized clinical trial.","weight","Participants underwent anthropometric, body composition (dual-energy radiological absorptiometry) and biochemical (glucose metabolism, lipid profile, adiponectin, and leptin) evaluation at baseline and at the end of the study.; After 12 weeks of intervention, the probiotics group presented: a) reduction of body weight, BMI, circumferences of waist, hip and neck and waist-to-height ratio; b) decrease in total fat mass (kg); and c) reduction of glycated hemoglobin (HbA1c).","p < 0.05","","","","","","","66 individuals","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40409234","PubMed","40409234","Effects of multi-strain probiotics supplementation on body adiposity and metabolic profile in individuals with hypertension and overweight following an energy-restricted diet: A randomized clinical trial.","BMI","Participants underwent anthropometric, body composition (dual-energy radiological absorptiometry) and biochemical (glucose metabolism, lipid profile, adiponectin, and leptin) evaluation at baseline and at the end of the study.; After 12 weeks of intervention, the probiotics group presented: a) reduction of body weight, BMI, circumferences of waist, hip and neck and waist-to-height ratio; b) decrease in total fat mass (kg); and c) reduction of glycated hemoglobin (HbA1c).","p < 0.05","","","","","","","66 individuals","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40409234","PubMed","40409234","Effects of multi-strain probiotics supplementation on body adiposity and metabolic profile in individuals with hypertension and overweight following an energy-restricted diet: A randomized clinical trial.","waist","Participants underwent anthropometric, body composition (dual-energy radiological absorptiometry) and biochemical (glucose metabolism, lipid profile, adiponectin, and leptin) evaluation at baseline and at the end of the study.; After 12 weeks of intervention, the probiotics group presented: a) reduction of body weight, BMI, circumferences of waist, hip and neck and waist-to-height ratio; b) decrease in total fat mass (kg); and c) reduction of glycated hemoglobin (HbA1c).","p < 0.05","","","","","","","66 individuals","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40409234","PubMed","40409234","Effects of multi-strain probiotics supplementation on body adiposity and metabolic profile in individuals with hypertension and overweight following an energy-restricted diet: A randomized clinical trial.","body_fat","Participants underwent anthropometric, body composition (dual-energy radiological absorptiometry) and biochemical (glucose metabolism, lipid profile, adiponectin, and leptin) evaluation at baseline and at the end of the study.; After 12 weeks of intervention, the probiotics group presented: a) reduction of body weight, BMI, circumferences of waist, hip and neck and waist-to-height ratio; b) decrease in total fat mass (kg); and c) reduction of glycated hemoglobin (HbA1c).","p < 0.05","","","","","","","66 individuals","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40409234","PubMed","40409234","Effects of multi-strain probiotics supplementation on body adiposity and metabolic profile in individuals with hypertension and overweight following an energy-restricted diet: A randomized clinical trial.","glucose","Participants underwent anthropometric, body composition (dual-energy radiological absorptiometry) and biochemical (glucose metabolism, lipid profile, adiponectin, and leptin) evaluation at baseline and at the end of the study.; After 12 weeks of intervention, the probiotics group presented: a) reduction of body weight, BMI, circumferences of waist, hip and neck and waist-to-height ratio; b) decrease in total fat mass (kg); and c) reduction of glycated hemoglobin (HbA1c).","p < 0.05","","","","","","","66 individuals","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40409234","PubMed","40409234","Effects of multi-strain probiotics supplementation on body adiposity and metabolic profile in individuals with hypertension and overweight following an energy-restricted diet: A randomized clinical trial.","lipid","Participants underwent anthropometric, body composition (dual-energy radiological absorptiometry) and biochemical (glucose metabolism, lipid profile, adiponectin, and leptin) evaluation at baseline and at the end of the study.; After 12 weeks of intervention, the probiotics group presented: a) reduction of body weight, BMI, circumferences of waist, hip and neck and waist-to-height ratio; b) decrease in total fat mass (kg); and c) reduction of glycated hemoglobin (HbA1c).","p < 0.05","","","","","","","66 individuals","detail_hint","expansion_queue","pending",""
"PMID:39802638","PubMed","39802638","Comparison of diet and exercise on cardiometabolic factors in young adults with overweight/obesity: multiomics analysis and gut microbiota prediction, a randomized controlled trial.","weight","The results showed that single interventions were as effective as combined interventions in improving weight, waist circumference, body fat, and lipid profile compared with control group.","p < 0.05","","","","","","","","detail_hint","expansion_queue","pending",""
"PMID:39802638","PubMed","39802638","Comparison of diet and exercise on cardiometabolic factors in young adults with overweight/obesity: multiomics analysis and gut microbiota prediction, a randomized controlled trial.","waist","The results showed that single interventions were as effective as combined interventions in improving weight, waist circumference, body fat, and lipid profile compared with control group.","p < 0.05","","","","","","","","detail_hint","expansion_queue","pending",""
"PMID:39802638","PubMed","39802638","Comparison of diet and exercise on cardiometabolic factors in young adults with overweight/obesity: multiomics analysis and gut microbiota prediction, a randomized controlled trial.","body_fat","The results showed that single interventions were as effective as combined interventions in improving weight, waist circumference, body fat, and lipid profile compared with control group.","p < 0.05","","","","","","","","detail_hint","expansion_queue","pending",""
"PMID:39802638","PubMed","39802638","Comparison of diet and exercise on cardiometabolic factors in young adults with overweight/obesity: multiomics analysis and gut microbiota prediction, a randomized controlled trial.","lipid","The results showed that single interventions were as effective as combined interventions in improving weight, waist circumference, body fat, and lipid profile compared with control group.","p < 0.05","","","","","","","","detail_hint","expansion_queue","pending",""
"PMID:39802638","PubMed","39802638","Comparison of diet and exercise on cardiometabolic factors in young adults with overweight/obesity: multiomics analysis and gut microbiota prediction, a randomized controlled trial.","microbiome","Mediation analysis revealed four gut microbiota-metabolite-host axes in improving CMFs.","p < 0.05","","","","","","","","detail_hint","expansion_queue","pending",""
"PMID:41479657","PubMed","41479657","Targeting gut microbiota with short-chain fructo-oligosaccharides prebiotic fibers to support metabolic health in overweight prediabetic adults: a randomized, double-blinded, placebo-controlled study.","weight","Body weight remained stable with scFOS while it tended to increase with placebo (estimated means: +0.14 kg vs +0.70 kg; global treatment effect: p = 0.0718).","p = 0.6835; p = 0.0273; p = 0.0279; p = 0.0718; p < 0.004; p = 0.0202; p < 0.05; p = 0.0310; p = 0.0062","","","","","","","n = 66; 30 participants","detail_hint","expansion_queue","pending",""
"PMID:41479657","PubMed","41479657","Targeting gut microbiota with short-chain fructo-oligosaccharides prebiotic fibers to support metabolic health in overweight prediabetic adults: a randomized, double-blinded, placebo-controlled study.","body_fat","However, body composition outcomes favored scFOS: fat mass decreased (medians: -0.26% vs +0.20%, p = 0.0273), lean mass increased (+0.27% vs -0.30%; p = 0.0279).","p = 0.6835; p = 0.0273; p = 0.0279; p = 0.0718; p < 0.004; p = 0.0202; p < 0.05; p = 0.0310; p = 0.0062","","","","","","","n = 66; 30 participants","detail_hint","expansion_queue","pending",""
"PMID:41479657","PubMed","41479657","Targeting gut microbiota with short-chain fructo-oligosaccharides prebiotic fibers to support metabolic health in overweight prediabetic adults: a randomized, double-blinded, placebo-controlled study.","glucose","No significant treatment effect was observed for glucose metabolism markers, including the primary outcome HbA1c (+0.055% with scFOS vs +0.030% with placebo, p = 0.6835).","p = 0.6835; p = 0.0273; p = 0.0279; p = 0.0718; p < 0.004; p = 0.0202; p < 0.05; p = 0.0310; p = 0.0062","","","","","","","n = 66; 30 participants","detail_hint","expansion_queue","pending",""
"PMID:41479657","PubMed","41479657","Targeting gut microbiota with short-chain fructo-oligosaccharides prebiotic fibers to support metabolic health in overweight prediabetic adults: a randomized, double-blinded, placebo-controlled study.","microbiome","Prebiotic dietary fibers may help mitigate this trend by modulating gut microbiota.","p = 0.6835; p = 0.0273; p = 0.0279; p = 0.0718; p < 0.004; p = 0.0202; p < 0.05; p = 0.0310; p = 0.0062","","","","","","","n = 66; 30 participants","detail_hint","expansion_queue","pending",""
"PMID:41861447","PubMed","41861447","Effects of hypocaloric wholegrain rye vs refined wheat diets on weight loss, cardiometabolic risk factors and gut microbiota: A 12-week randomized controlled trial.","weight","Weight loss was 3.2 kg in the rye-group and 2.9 kg in the wheat-group, with no significant difference between groups (p = 0.32).","p = 0.32; p = 0.003; p = 0.03; p = 0.001; p = 0.02; p < 0.001","","","","","","","255 participants","detail_hint","expansion_queue","pending",""
"PMID:41861447","PubMed","41861447","Effects of hypocaloric wholegrain rye vs refined wheat diets on weight loss, cardiometabolic risk factors and gut microbiota: A 12-week randomized controlled trial.","body_fat","Reductions in CRP by 17 % (p = 0.03) were observed in the rye-group, while both CRP (r = 0.17, p = 0.001) and HOMA-IR (r = 0.13, p = 0.02) at baseline were associated with fat mass change in the wheat-group.","p = 0.32; p = 0.003; p = 0.03; p = 0.001; p = 0.02; p < 0.001","","","","","","","255 participants","detail_hint","expansion_queue","pending",""
"PMID:41861447","PubMed","41861447","Effects of hypocaloric wholegrain rye vs refined wheat diets on weight loss, cardiometabolic risk factors and gut microbiota: A 12-week randomized controlled trial.","glucose","Reductions in CRP by 17 % (p = 0.03) were observed in the rye-group, while both CRP (r = 0.17, p = 0.001) and HOMA-IR (r = 0.13, p = 0.02) at baseline were associated with fat mass change in the wheat-group.","p = 0.32; p = 0.003; p = 0.03; p = 0.001; p = 0.02; p < 0.001","","","","","","","255 participants","detail_hint","expansion_queue","pending",""
"PMID:41861447","PubMed","41861447","Effects of hypocaloric wholegrain rye vs refined wheat diets on weight loss, cardiometabolic risk factors and gut microbiota: A 12-week randomized controlled trial.","microbiome","However, wholegrain rye reduced CRP and induced changes in gut microbiota and short-chain fatty acids which may have positive implications for cardiometabolic health.","p = 0.32; p = 0.003; p = 0.03; p = 0.001; p = 0.02; p < 0.001","","","","","","","255 participants","detail_hint","expansion_queue","pending",""
"PMID:42044842","PubMed","42044842","The effect of a two-week low glycaemic index, higher fibre diet versus high glycaemic index diet on body composition, ectopic lipids, inflammatory biomarkers, gastrointestinal hormones and gut microbiota in metabolic dysfunction-associated steatotic liver disease (MASLD): A pilot randomized cross-over study.","weight","Additionally, the LGI diet resulted in significant reductions in body weight (-1.2 kg, p = 0.018) and body mass index (-0.38 kg/m2, p = 0.017), as well as increased pre-meal appetite scores during the middle of the diet period and decreased interleukin 6; IL-6 (-0.9 pg/mL) and glucagon (-13.7 pg/mL) levels (all p < 0.05).","p = 0.043; p = 0.018; p = 0.017; p < 0.05","","","","","","","7 participants","detail_hint","expansion_queue","pending",""
"PMID:42044842","PubMed","42044842","The effect of a two-week low glycaemic index, higher fibre diet versus high glycaemic index diet on body composition, ectopic lipids, inflammatory biomarkers, gastrointestinal hormones and gut microbiota in metabolic dysfunction-associated steatotic liver disease (MASLD): A pilot randomized cross-over study.","BMI","Additionally, the LGI diet resulted in significant reductions in body weight (-1.2 kg, p = 0.018) and body mass index (-0.38 kg/m2, p = 0.017), as well as increased pre-meal appetite scores during the middle of the diet period and decreased interleukin 6; IL-6 (-0.9 pg/mL) and glucagon (-13.7 pg/mL) levels (all p < 0.05).","p = 0.043; p = 0.018; p = 0.017; p < 0.05","","","","","","","7 participants","detail_hint","expansion_queue","pending",""
"PMID:42044842","PubMed","42044842","The effect of a two-week low glycaemic index, higher fibre diet versus high glycaemic index diet on body composition, ectopic lipids, inflammatory biomarkers, gastrointestinal hormones and gut microbiota in metabolic dysfunction-associated steatotic liver disease (MASLD): A pilot randomized cross-over study.","glucose","Low glycaemic index (LGI) diets, which tend to be naturally higher in dietary fibre, may reduce liver fat, blood glucose, and gut microbiota imbalance arresting MASLD progression.","p = 0.043; p = 0.018; p = 0.017; p < 0.05","","","","","","","7 participants","detail_hint","expansion_queue","pending",""
"PMID:42044842","PubMed","42044842","The effect of a two-week low glycaemic index, higher fibre diet versus high glycaemic index diet on body composition, ectopic lipids, inflammatory biomarkers, gastrointestinal hormones and gut microbiota in metabolic dysfunction-associated steatotic liver disease (MASLD): A pilot randomized cross-over study.","microbiome","Low glycaemic index (LGI) diets, which tend to be naturally higher in dietary fibre, may reduce liver fat, blood glucose, and gut microbiota imbalance arresting MASLD progression.","p = 0.043; p = 0.018; p = 0.017; p < 0.05","","","","","","","7 participants","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40400804","PubMed","40400804","Impact of a Probiotic-Fiber Blend on Body Weight, Metabolic Regulation, and Digestive Function in Obese Adults: A Randomized, Placebo-Controlled, Multicentric Trial.","weight","Primary outcomes included body weight, BMI, waist/hip circumference, and body fat percentage.","p < 0.001","","","","","","","n = 53; n = 51","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40400804","PubMed","40400804","Impact of a Probiotic-Fiber Blend on Body Weight, Metabolic Regulation, and Digestive Function in Obese Adults: A Randomized, Placebo-Controlled, Multicentric Trial.","BMI","Primary outcomes included body weight, BMI, waist/hip circumference, and body fat percentage.","p < 0.001","","","","","","","n = 53; n = 51","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40400804","PubMed","40400804","Impact of a Probiotic-Fiber Blend on Body Weight, Metabolic Regulation, and Digestive Function in Obese Adults: A Randomized, Placebo-Controlled, Multicentric Trial.","waist","Primary outcomes included body weight, BMI, waist/hip circumference, and body fat percentage.","p < 0.001","","","","","","","n = 53; n = 51","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40400804","PubMed","40400804","Impact of a Probiotic-Fiber Blend on Body Weight, Metabolic Regulation, and Digestive Function in Obese Adults: A Randomized, Placebo-Controlled, Multicentric Trial.","body_fat","Primary outcomes included body weight, BMI, waist/hip circumference, and body fat percentage.","p < 0.001","","","","","","","n = 53; n = 51","detail_hint","expansion_queue","pending",""
"EUROPEPMC:40400804","PubMed","40400804","Impact of a Probiotic-Fiber Blend on Body Weight, Metabolic Regulation, and Digestive Function in Obese Adults: A Randomized, Placebo-Controlled, Multicentric Trial.","lipid","Additionally, statistically significant reductions were observed in the MetS-Z score (54.02%), triglycerides (25.75%), and perceived stress (37.62%), along with a notable increase in HDL levels (16.55%).","p < 0.001","","","","","","","n = 53; n = 51","detail_hint","expansion_queue","pending",""
"PMID:40451504","PubMed","40451504","Comparing the effects of yogurt containing Akkermansia muciniphilia postbiotic with yogurt containing Lactobacillus rhamnosus postbiotic on body composition, biochemical indices, appetite, and depression scores in overweight or obese adults: A randomized, double-blind, controlled clinical trial.","weight","The objective of this study was to compare the impact of daily consumption of Akkermansia muciniphila postbiotic-fortified yogurt (AMY) with Lactobacillus rhamnosus postbiotic-fortified yogurt (LRY) on the health parameters in overweight and obese patients.; In this 8-week randomized double-blinded clinical trial, 66 people with overweight and obesity were randomly allocated to three groups: 1) AMY group (n = 22), 2) LRY group (n = 22), and 3) low-fat yogurt (LFY) as placebo (n = 22).","P = 0.003; P = 0.004; P = 0.032; P = 0.045; P = 0.047","","","","","","","n = 22","detail_hint","expansion_queue","pending",""
"PMID:40451504","PubMed","40451504","Comparing the effects of yogurt containing Akkermansia muciniphilia postbiotic with yogurt containing Lactobacillus rhamnosus postbiotic on body composition, biochemical indices, appetite, and depression scores in overweight or obese adults: A randomized, double-blind, controlled clinical trial.","waist","The registration number was IRCT20230522058257N1.; In the AMY group, significant reductions were observed in waist circumference (P = 0.003), waist-to-height ratio (P = 0.004), body fat percentage (P = 0.032), aspartate aminotransferase levels (P = 0.045), and appetite scores (P = 0.047) compared with the control group.","P = 0.003; P = 0.004; P = 0.032; P = 0.045; P = 0.047","","","","","","","n = 22","detail_hint","expansion_queue","pending",""
