evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,weight,"Changes from baseline to end-of-trial in gut microbiota composition (16S rRNA gene amplicon sequencing), body composition, cardiometabolic health and inflammatory markers were evaluated in the whole cohort (n = 82), and also compared in the subgroup of subjects who were supplemented with an additional 20 g/d ITF-prebiotics (n = 21) or their controls (n = 22).; In response to the plant-based diet, all subjects lost weight (-3.2 [95% CI -3.9, -2.5] kg) and experienced significant improvements in b",p = 0.53,,,,,,,100 subjects; n = 82; n = 21; n = 22,detail_hint,codex,pending,
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,glucose,The change in the latter was significantly associated with higher values of insulin and HOMA-IR and lower HDL cholesterol.,p = 0.53,,,,,,,100 subjects; n = 82; n = 21; n = 22,detail_hint,codex,pending,
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,lipid,The change in the latter was significantly associated with higher values of insulin and HOMA-IR and lower HDL cholesterol.,p = 0.53,,,,,,,100 subjects; n = 82; n = 21; n = 22,detail_hint,codex,pending,
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,microbiome,"The gut microbiota has emerged as a potential therapeutic target to improve the management of obesity and its comorbidities.; We investigated the impact of a high fiber (&#8764;38 g/d) plant-based diet, consumed ad libitum, with or without added inulin-type fructans (ITF), on the gut microbiota composition and cardiometabolic outcomes in subjects with obesity.",p = 0.53,,,,,,,100 subjects; n = 82; n = 21; n = 22,detail_hint,codex,pending,
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,weight,"Analyses used mixed-effects models (completers: 57 control, 58 experimental) and Spearman correlations.; The experimental group showed superior improvements in weight (-5.2 kg vs -3.1 kg), HbA1c (-1.8% vs -0.8%), LDL-C (-0.5 vs -0.3 mmol/L), HDL-C (+0.17 vs +0.07 mmol/L), and HOMA-IR (-1.2 vs -0.6) compared to controls (all P < 0.05).",P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,,,,,n = 60,detail_hint,codex,pending,
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,glucose,"Analyses used mixed-effects models (completers: 57 control, 58 experimental) and Spearman correlations.; The experimental group showed superior improvements in weight (-5.2 kg vs -3.1 kg), HbA1c (-1.8% vs -0.8%), LDL-C (-0.5 vs -0.3 mmol/L), HDL-C (+0.17 vs +0.07 mmol/L), and HOMA-IR (-1.2 vs -0.6) compared to controls (all P < 0.05).",P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,,,,,n = 60,detail_hint,codex,pending,
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,lipid,"SGLT2 inhibitors improve cardiorenal outcomes and may modulate gut microbiota, while specific probiotics demonstrate glycemic and lipid benefits.",P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,,,,,n = 60,detail_hint,codex,pending,
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,microbiome,"SGLT2 inhibitors improve cardiorenal outcomes and may modulate gut microbiota, while specific probiotics demonstrate glycemic and lipid benefits.",P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,,,,,n = 60,detail_hint,codex,pending,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",weight,Weight loss resulting from low-carbohydrate high-protein diets can be significant but has also been linked to potentially negative health effects due to increased bacterial fermentation of undigested protein within the colon and subsequent changes in gut microbiota composition.,,,,,,,,,detail_hint,codex,pending,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",BMI,"The results showed no statistically significant differences in body composition (body mass, BMI, body fat mass, body fat percentage, body lean mass, and bone mineral content) between the placebo and synbiotic groups at the end of the clinical trial (3-month intervention, 20 human subjects participating in weight loss intervention based on a low-carbohydrate, high-protein, reduced energy diet).",,,,,,,,,detail_hint,codex,pending,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",waist,"However, the decrease over time in body mass, BMI, waist circumstance, and body fat mass was associated with a decrease in Bifidobacterium abundance.",,,,,,,,,detail_hint,codex,pending,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",body_fat,"The results showed no statistically significant differences in body composition (body mass, BMI, body fat mass, body fat percentage, body lean mass, and bone mineral content) between the placebo and synbiotic groups at the end of the clinical trial (3-month intervention, 20 human subjects participating in weight loss intervention based on a low-carbohydrate, high-protein, reduced energy diet).",,,,,,,,,detail_hint,codex,pending,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",glucose,"Regression analysis performed to correlate abundance of species following supplementation with body composition parameters and biomarkers of obesity found an association between a decrease over time in blood glucose and an increase in Lactobacillus abundance, particularly in the synbiotic group.",,,,,,,,,detail_hint,codex,pending,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",microbiome,Targeting gut microbiota with synbiotics (probiotic supplements containing prebiotic components) is emerging as a promising intervention in the comprehensive nutritional approach to reducing obesity.,,,,,,,,,detail_hint,codex,pending,
PMID:31126565,PubMed,31126565,Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: A systematic review and meta-analysis.,weight,"Therefore, the present review was undertaken to evaluate the overall effects of pro-/synbiotics supplementation on anthropometric indices and metabolic indices in overweight or obese children and adolescents.; A systematic computerized literature search of PubMed, Scopus, ISI Web of science and Google Scholar databases was conducted up to November 2018.",,,,,,,,410 subjects,detail_hint,codex,pending,
PMID:31126565,PubMed,31126565,Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: A systematic review and meta-analysis.,BMI,"Pooled analysis did not illustrate any significant changes in BMI z-score, waist circumference, weight, body fat, fasting blood sugar and lipid profiles (triglyceride, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol) after supplementation with pro-/synbiotics for 4-16 weeks.",,,,,,,,410 subjects,detail_hint,codex,pending,
PMID:31126565,PubMed,31126565,Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: A systematic review and meta-analysis.,waist,"Pooled analysis did not illustrate any significant changes in BMI z-score, waist circumference, weight, body fat, fasting blood sugar and lipid profiles (triglyceride, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol) after supplementation with pro-/synbiotics for 4-16 weeks.",,,,,,,,410 subjects,detail_hint,codex,pending,
PMID:31126565,PubMed,31126565,Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: A systematic review and meta-analysis.,body_fat,"Pooled analysis did not illustrate any significant changes in BMI z-score, waist circumference, weight, body fat, fasting blood sugar and lipid profiles (triglyceride, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol) after supplementation with pro-/synbiotics for 4-16 weeks.",,,,,,,,410 subjects,detail_hint,codex,pending,
PMID:31126565,PubMed,31126565,Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: A systematic review and meta-analysis.,lipid,"Pooled analysis did not illustrate any significant changes in BMI z-score, waist circumference, weight, body fat, fasting blood sugar and lipid profiles (triglyceride, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol) after supplementation with pro-/synbiotics for 4-16 weeks.",,,,,,,,410 subjects,detail_hint,codex,pending,
PMID:31126565,PubMed,31126565,Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: A systematic review and meta-analysis.,microbiome,"However, subgroup analysis by intervention type revealed a significant reduction of BMI z-score in synbiotic subgroups.; Based on our findings, modulation of gut microbiota composition through pro-/ synbiotic supplements did not have favorable effects to manage overweight or obese children and adolescents.",,,,,,,,410 subjects,detail_hint,codex,pending,
PMID:36944956,PubMed,36944956,Effect of different doses of Lacticaseibacillus paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study.,weight,"There were non-significant reductions in Body weight and BMI in the L_K56, H_K56, VL_K56 groups, whereas increases were observed in the placebo and VH_K56 groups compared with baseline values.",p = 0.004; p = 0.0007; p = 0.018; p = 0.003; p = 0.002,,,,,,,,detail_hint,codex,pending,
PMID:36944956,PubMed,36944956,Effect of different doses of Lacticaseibacillus paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study.,BMI,"The purpose of this study was to evaluate the effect of a novel probiotic strain Lacticaseibacillus paracasei K56 on body fat and metabolic biomarkers in adult individuals with obesity.; 74 adult subjects with obesity (body mass index &#8805; 30 kg/m2, or percent body fat > 25% for men, percent body fat > 30% for women) were randomized into 5 groups and supplemented with different doses of K56 (groups VL_K56, L_K56, H_K56, and VH_K56: K56 capsules, 2 &#215; 107 CFU/day, 2 &#215; 109 CFU/day, 2 &#215; 1010 CFU/day, 2",p = 0.004; p = 0.0007; p = 0.018; p = 0.003; p = 0.002,,,,,,,,detail_hint,codex,pending,
PMID:36944956,PubMed,36944956,Effect of different doses of Lacticaseibacillus paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study.,waist,"Anthropometric measurements, body composition assessment, and metabolic parameters were measured at baseline and after 60 days of intervention.; The results showed that the L_K56 group had significant decreases in percent body fat (p = 0.004), visceral fat area (p = 0.0007), total body fat mass (p = 0.018), trunk body fat mass (p = 0.003), waist circumference (p = 0.003), glycosylated hemoglobin(p = 0.002) at the end of the study compared with baseline.",p = 0.004; p = 0.0007; p = 0.018; p = 0.003; p = 0.002,,,,,,,,detail_hint,codex,pending,
PMID:36944956,PubMed,36944956,Effect of different doses of Lacticaseibacillus paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study.,body_fat,Studies have shown that probiotics have an effect on reducing body fat on a strain-specific and dose-response bases.,p = 0.004; p = 0.0007; p = 0.018; p = 0.003; p = 0.002,,,,,,,,detail_hint,codex,pending,
NCT:NCT01004120,ClinicalTrials.gov,NCT01004120,Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults,weight,"Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults  Bimuno; Maltodextrin Faecal microbiota changes enumerated by Fluorescent In Situ Hybridisation and qualitatively assessed by Denaturing Gradient Gel Electrophoresis.; Lipid profile (total, LDL and HDL cholesterol, triglycerides and non-esterified fatty acids); Inflammatory/thrombotic biomarkers (including C-reactive protein, TNF-a, IL6, IL-8, IL-10, sCD40L, sP-selectin, t-PA) Insulin re",,,,,,,,48,detail_hint,codex,pending,
NCT:NCT01004120,ClinicalTrials.gov,NCT01004120,Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults,glucose,"Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults  Bimuno; Maltodextrin Faecal microbiota changes enumerated by Fluorescent In Situ Hybridisation and qualitatively assessed by Denaturing Gradient Gel Electrophoresis.; Lipid profile (total, LDL and HDL cholesterol, triglycerides and non-esterified fatty acids); Inflammatory/thrombotic biomarkers (including C-reactive protein, TNF-a, IL6, IL-8, IL-10, sCD40L, sP-selectin, t-PA) Insulin re",,,,,,,,48,detail_hint,codex,pending,
NCT:NCT01004120,ClinicalTrials.gov,NCT01004120,Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults,lipid,"Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults  Bimuno; Maltodextrin Faecal microbiota changes enumerated by Fluorescent In Situ Hybridisation and qualitatively assessed by Denaturing Gradient Gel Electrophoresis.; Lipid profile (total, LDL and HDL cholesterol, triglycerides and non-esterified fatty acids); Inflammatory/thrombotic biomarkers (including C-reactive protein, TNF-a, IL6, IL-8, IL-10, sCD40L, sP-selectin, t-PA) Insulin re",,,,,,,,48,detail_hint,codex,pending,
NCT:NCT01004120,ClinicalTrials.gov,NCT01004120,Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults,microbiome,"Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults  Bimuno; Maltodextrin Faecal microbiota changes enumerated by Fluorescent In Situ Hybridisation and qualitatively assessed by Denaturing Gradient Gel Electrophoresis.; Lipid profile (total, LDL and HDL cholesterol, triglycerides and non-esterified fatty acids); Inflammatory/thrombotic biomarkers (including C-reactive protein, TNF-a, IL6, IL-8, IL-10, sCD40L, sP-selectin, t-PA) Insulin re",,,,,,,,48,detail_hint,codex,pending,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,weight,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,codex,pending,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,BMI,"The analysis focused exclusively on the 6-month weight loss period corresponding to Phases 1 and 2 of the WLM3P intervention.; In this sub-analysis of a randomized controlled trial (ClinicalTrials.gov Identifier: NCT04192357), 58 adults with obesity (BMI 30.0-39.9 kg/m2) were randomized to the WLM3P (n = 29) or LCD (n = 29) groups.",p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,codex,pending,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,body_fat,"Notably, higher Faecalibacterium abundance was associated with greater reductions in fat mass (kg, %) and visceral adiposity (cm2) in the WLM3P group compared to LCD (p < 0.01).; These findings suggest a potential microbiota-mediated mechanism in weight loss, where Faecalibacterium may enhance fat reduction effectiveness in the context of the WLM3P intervention.",p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,codex,pending,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,lipid,"The gut microbiota is increasingly recognized as a key modulator in obesity management, influencing host energy balance, lipid metabolism, and inflammatory pathways.",p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,codex,pending,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,microbiome,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,codex,pending,
PMID:37424169,PubMed,37424169,Effect of synbiotics on weight loss and metabolic health in adults with overweight and obesity: A randomized controlled trial.,weight,"Secondary outcomes were changes in weight, other metabolic health and inflammatory markers, gastrointestinal quality of life, and eating behaviors.; The V5 and V7 groups had a significant reduction in BMI (p < 0.0001) from baseline to the end of the study, as opposed to the nonsignificant change in the placebo group (p = 0.0711).",p < 0.0001; p = 0.0711; p = 0.0205,,,,,,,172 participants,detail_hint,codex,pending,
PMID:37424169,PubMed,37424169,Effect of synbiotics on weight loss and metabolic health in adults with overweight and obesity: A randomized controlled trial.,BMI,"Secondary outcomes were changes in weight, other metabolic health and inflammatory markers, gastrointestinal quality of life, and eating behaviors.; The V5 and V7 groups had a significant reduction in BMI (p < 0.0001) from baseline to the end of the study, as opposed to the nonsignificant change in the placebo group (p = 0.0711).",p < 0.0001; p = 0.0711; p = 0.0205,,,,,,,172 participants,detail_hint,codex,pending,
PMID:36352899,PubMed,36352899,Effect of garlic extract on weight loss and gut microbiota composition in obese women: A double-blind randomized controlled trial.,BMI,"Baseline body mass index (BMI) was significantly different between groups, subjects in the placebo group had lower BMI compared with the Allium group (P < 0.05).",P < 0.05; P < 0.01; P = 0.007,,,,,,,16 subjects,detail_hint,codex,pending,
PMID:36352899,PubMed,36352899,Effect of garlic extract on weight loss and gut microbiota composition in obese women: A double-blind randomized controlled trial.,glucose,Fasting insulin level significantly decreased in the both groups (P < 0.01).,P < 0.05; P < 0.01; P = 0.007,,,,,,,16 subjects,detail_hint,codex,pending,
PMID:36352899,PubMed,36352899,Effect of garlic extract on weight loss and gut microbiota composition in obese women: A double-blind randomized controlled trial.,microbiome,"We evaluated the gut microbiota composition using quantitative real-time PCR.; In total, 16 subjects in each group completed the 2-month trial.",P < 0.05; P < 0.01; P = 0.007,,,,,,,16 subjects,detail_hint,codex,pending,
PMID:34434546,PubMed,34434546,Effects of synbiotic supplement on body weight and fasting blood glucose levels in obesity: A randomized placebo-controlled trial.,weight,"BW, BMI, and FBG level were measured at baseline, 8 weeks after supplementation, and 4 weeks after terminating the supplementation.; There were no significant change of body weight and BMI after 8 weeks synbiotics supplementation and 4 weeks after supplement discontinuation, but there were significant increases in body weight by 3.38 kg and BMI by 1.37 kg/m2 in the control group.",,,,,,,,8 participants,detail_hint,codex,pending,
PMID:34434546,PubMed,34434546,Effects of synbiotic supplement on body weight and fasting blood glucose levels in obesity: A randomized placebo-controlled trial.,BMI,"BW, BMI, and FBG level were measured at baseline, 8 weeks after supplementation, and 4 weeks after terminating the supplementation.; There were no significant change of body weight and BMI after 8 weeks synbiotics supplementation and 4 weeks after supplement discontinuation, but there were significant increases in body weight by 3.38 kg and BMI by 1.37 kg/m2 in the control group.",,,,,,,,8 participants,detail_hint,codex,pending,
PMID:34434546,PubMed,34434546,Effects of synbiotic supplement on body weight and fasting blood glucose levels in obesity: A randomized placebo-controlled trial.,glucose,Fasting blood glucose levels were significantly decreased by 6.125 mg/dL after synbiotic supplementation.,,,,,,,,8 participants,detail_hint,codex,pending,
NCT:NCT04611477,ClinicalTrials.gov,NCT04611477,Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals,weight,"Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals  Rice Hulk; Synbiotic365 Ver 5; Synbiotic365 Ver 7 Change in body mass index (BMI) and the percentage of body fat f &#8226; Total body weight change in comparison to placebo on day 28, 56 and 84, from baseline, as assessed by weighing scale method.; &#8226; Change in central obesity in comparison to placebo on day 28, 56 and 84, from baseline as assessed by the anthropometric index of waist-to-hip ratio.; &#8226; Change in coronary ri",,,,,,,,180,detail_hint,codex,pending,
NCT:NCT04611477,ClinicalTrials.gov,NCT04611477,Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals,BMI,"Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals  Rice Hulk; Synbiotic365 Ver 5; Synbiotic365 Ver 7 Change in body mass index (BMI) and the percentage of body fat f &#8226; Total body weight change in comparison to placebo on day 28, 56 and 84, from baseline, as assessed by weighing scale method.; &#8226; Change in central obesity in comparison to placebo on day 28, 56 and 84, from baseline as assessed by the anthropometric index of waist-to-hip ratio.; &#8226; Change in coronary ri",,,,,,,,180,detail_hint,codex,pending,
NCT:NCT04611477,ClinicalTrials.gov,NCT04611477,Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals,waist,"Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals  Rice Hulk; Synbiotic365 Ver 5; Synbiotic365 Ver 7 Change in body mass index (BMI) and the percentage of body fat f &#8226; Total body weight change in comparison to placebo on day 28, 56 and 84, from baseline, as assessed by weighing scale method.; &#8226; Change in central obesity in comparison to placebo on day 28, 56 and 84, from baseline as assessed by the anthropometric index of waist-to-hip ratio.; &#8226; Change in coronary ri",,,,,,,,180,detail_hint,codex,pending,
NCT:NCT04611477,ClinicalTrials.gov,NCT04611477,Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals,body_fat,"Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals  Rice Hulk; Synbiotic365 Ver 5; Synbiotic365 Ver 7 Change in body mass index (BMI) and the percentage of body fat f &#8226; Total body weight change in comparison to placebo on day 28, 56 and 84, from baseline, as assessed by weighing scale method.; &#8226; Change in central obesity in comparison to placebo on day 28, 56 and 84, from baseline as assessed by the anthropometric index of waist-to-hip ratio.; &#8226; Change in coronary ri",,,,,,,,180,detail_hint,codex,pending,
NCT:NCT04611477,ClinicalTrials.gov,NCT04611477,Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals,glucose,"Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals  Rice Hulk; Synbiotic365 Ver 5; Synbiotic365 Ver 7 Change in body mass index (BMI) and the percentage of body fat f &#8226; Total body weight change in comparison to placebo on day 28, 56 and 84, from baseline, as assessed by weighing scale method.; &#8226; Change in central obesity in comparison to placebo on day 28, 56 and 84, from baseline as assessed by the anthropometric index of waist-to-hip ratio.; &#8226; Change in coronary ri",,,,,,,,180,detail_hint,codex,pending,
