evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note,pdf_source_file,pdf_match_score,pdf_pages,pdf_intervention_terms,pdf_duration_terms,pdf_cfu_terms,pdf_sample_size_terms,pdf_outcome_terms,pdf_text_excerpt
NCT:NCT05114018,ClinicalTrials.gov,NCT05114018,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,weight,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by,,,,,,,,143,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT05114018,ClinicalTrials.gov,NCT05114018,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,BMI,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by,,,,,,,,143,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT05114018,ClinicalTrials.gov,NCT05114018,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,waist,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by,,,,,,,,143,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT05114018,ClinicalTrials.gov,NCT05114018,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,body_fat,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by,,,,,,,,143,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT05114018,ClinicalTrials.gov,NCT05114018,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,glucose,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by,,,,,,,,143,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT05114018,ClinicalTrials.gov,NCT05114018,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,lipid,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by,,,,,,,,143,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,weight,"Changes from baseline to end-of-trial in gut microbiota composition (16S rRNA gene amplicon sequencing), body composition, cardiometabolic health and inflammatory markers were evaluated in the whole cohort (n = 82), and also compared in the subgroup of subjects who were supplemented with an additional 20 g/d ITF-prebiotics (n = 21) or their controls (n = 22).; In response to the plant-based diet, all subjects lost weight (-3.2 [95% CI -3.9, -2.5] kg) and experienced significant improvements in b",p = 0.53,,,,,,,100 subjects; n = 82; n = 21; n = 22,detail_hint,supplement_queue,pending,,fnut-10-1108088.pdf,1.000,13,inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic; inulin-type fructans; Bifidobacterium and Faecalibacterium; inulin; inulin and its hydrolyzed form fructooligosaccharide; inulin-rich food items during the 10-week intervention,10 weeks; 3 days,,100 subjects; n = 82; n = 21; n = 22; 100 adults; 82 participants,microbiota; body mass index; insulin; HOMA-IR; HDL; cholesterol; LDL; body weight; glucose; waist circumference,"Frontiers in Nutrition 01 frontiersin.org Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity Mona Adnan Aldubayan 1,2*, Xiaotian Mao 3, Martin Frederik Laursen 4, Kristina Pigsborg 2, Lars H. Christensen 2, Henrik M. Roager 2, Dennis S. Nielsen 3, Mads Fiil Hjorth 5 and Faidon Magkos 2* 1 Department of Clinical Nutrition, College of Applied Medical Sciences, King Saud bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia, 2 Department of Nutrition, Exercise and Sports, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, 3 Department of Food Science, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, 4 National Food Institute, Technical University of Denmark, Kongens Lyngby, Denmark, 5 Obesity and Nutritional Sciences"
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,glucose,The change in the latter was significantly associated with higher values of insulin and HOMA-IR and lower HDL cholesterol.,p = 0.53,,,,,,,100 subjects; n = 82; n = 21; n = 22,detail_hint,supplement_queue,pending,,fnut-10-1108088.pdf,1.000,13,inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic; inulin-type fructans; Bifidobacterium and Faecalibacterium; inulin; inulin and its hydrolyzed form fructooligosaccharide; inulin-rich food items during the 10-week intervention,10 weeks; 3 days,,100 subjects; n = 82; n = 21; n = 22; 100 adults; 82 participants,microbiota; body mass index; insulin; HOMA-IR; HDL; cholesterol; LDL; body weight; glucose; waist circumference,"Frontiers in Nutrition 01 frontiersin.org Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity Mona Adnan Aldubayan 1,2*, Xiaotian Mao 3, Martin Frederik Laursen 4, Kristina Pigsborg 2, Lars H. Christensen 2, Henrik M. Roager 2, Dennis S. Nielsen 3, Mads Fiil Hjorth 5 and Faidon Magkos 2* 1 Department of Clinical Nutrition, College of Applied Medical Sciences, King Saud bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia, 2 Department of Nutrition, Exercise and Sports, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, 3 Department of Food Science, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, 4 National Food Institute, Technical University of Denmark, Kongens Lyngby, Denmark, 5 Obesity and Nutritional Sciences"
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,lipid,The change in the latter was significantly associated with higher values of insulin and HOMA-IR and lower HDL cholesterol.,p = 0.53,,,,,,,100 subjects; n = 82; n = 21; n = 22,detail_hint,supplement_queue,pending,,fnut-10-1108088.pdf,1.000,13,inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic; inulin-type fructans; Bifidobacterium and Faecalibacterium; inulin; inulin and its hydrolyzed form fructooligosaccharide; inulin-rich food items during the 10-week intervention,10 weeks; 3 days,,100 subjects; n = 82; n = 21; n = 22; 100 adults; 82 participants,microbiota; body mass index; insulin; HOMA-IR; HDL; cholesterol; LDL; body weight; glucose; waist circumference,"Frontiers in Nutrition 01 frontiersin.org Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity Mona Adnan Aldubayan 1,2*, Xiaotian Mao 3, Martin Frederik Laursen 4, Kristina Pigsborg 2, Lars H. Christensen 2, Henrik M. Roager 2, Dennis S. Nielsen 3, Mads Fiil Hjorth 5 and Faidon Magkos 2* 1 Department of Clinical Nutrition, College of Applied Medical Sciences, King Saud bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia, 2 Department of Nutrition, Exercise and Sports, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, 3 Department of Food Science, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, 4 National Food Institute, Technical University of Denmark, Kongens Lyngby, Denmark, 5 Obesity and Nutritional Sciences"
PMID:37181156,PubMed,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,microbiome,"The gut microbiota has emerged as a potential therapeutic target to improve the management of obesity and its comorbidities.; We investigated the impact of a high fiber (∼38 g/d) plant-based diet, consumed ad libitum, with or without added inulin-type fructans (ITF), on the gut microbiota composition and cardiometabolic outcomes in subjects with obesity.",p = 0.53,,,,,,,100 subjects; n = 82; n = 21; n = 22,detail_hint,supplement_queue,pending,,fnut-10-1108088.pdf,1.000,13,inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic; inulin-type fructans; Bifidobacterium and Faecalibacterium; inulin; inulin and its hydrolyzed form fructooligosaccharide; inulin-rich food items during the 10-week intervention,10 weeks; 3 days,,100 subjects; n = 82; n = 21; n = 22; 100 adults; 82 participants,microbiota; body mass index; insulin; HOMA-IR; HDL; cholesterol; LDL; body weight; glucose; waist circumference,"Frontiers in Nutrition 01 frontiersin.org Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity Mona Adnan Aldubayan 1,2*, Xiaotian Mao 3, Martin Frederik Laursen 4, Kristina Pigsborg 2, Lars H. Christensen 2, Henrik M. Roager 2, Dennis S. Nielsen 3, Mads Fiil Hjorth 5 and Faidon Magkos 2* 1 Department of Clinical Nutrition, College of Applied Medical Sciences, King Saud bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia, 2 Department of Nutrition, Exercise and Sports, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, 3 Department of Food Science, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, 4 National Food Institute, Technical University of Denmark, Kongens Lyngby, Denmark, 5 Obesity and Nutritional Sciences"
PMID:33763720,PubMed,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",weight,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01,,,,,,,n = 43; n = 39,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:33763720,PubMed,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",BMI,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01,,,,,,,n = 43; n = 39,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:33763720,PubMed,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",glucose,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01,,,,,,,n = 43; n = 39,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:33763720,PubMed,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",microbiome,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01,,,,,,,n = 43; n = 39,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",weight,Weight loss resulting from low-carbohydrate high-protein diets can be significant but has also been linked to potentially negative health effects due to increased bacterial fermentation of undigested protein within the colon and subsequent changes in gut microbiota composition.,,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",BMI,"The results showed no statistically significant differences in body composition (body mass, BMI, body fat mass, body fat percentage, body lean mass, and bone mineral content) between the placebo and synbiotic groups at the end of the clinical trial (3-month intervention, 20 human subjects participating in weight loss intervention based on a low-carbohydrate, high-protein, reduced energy diet).",,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",waist,"However, the decrease over time in body mass, BMI, waist circumstance, and body fat mass was associated with a decrease in Bifidobacterium abundance.",,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",body_fat,"The results showed no statistically significant differences in body composition (body mass, BMI, body fat mass, body fat percentage, body lean mass, and bone mineral content) between the placebo and synbiotic groups at the end of the clinical trial (3-month intervention, 20 human subjects participating in weight loss intervention based on a low-carbohydrate, high-protein, reduced energy diet).",,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",glucose,"Regression analysis performed to correlate abundance of species following supplementation with body composition parameters and biomarkers of obesity found an association between a decrease over time in blood glucose and an increase in Lactobacillus abundance, particularly in the synbiotic group.",,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",microbiome,Targeting gut microbiota with synbiotics (probiotic supplements containing prebiotic components) is emerging as a promising intervention in the comprehensive nutritional approach to reducing obesity.,,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",weight,Additional improvements were observed in body weight and anthropometric parameters.,p < 0.05,,,,,,,n = 50,detail_hint,supplement_queue,pending,,nutrients-18-00250-v2.pdf,1.000,24,Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum; Lactiplantibacillus plantarum Q180 and Phaeodacty- lum tricornutum; Lactobacillus; Lactiplantibacillus plantarum; probiotic strains belong to non-pathogenic; probiotic supplementation has emerged as a promising therapeutic approach; probiotic properties,,1.0 × 109 CFU of L. plantarum Q,n = 50; 100 adults,Body Fat; Adiposity; body mass index; BMI; waist circumference; body weight; triglycerides; microbiota; insulin; glucose,"Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Institute, Chong Kun Dang Bio (CKD Bio), Seoul 03742, Republic of Korea; ksy2022@ckdbio.com (S.-Y.K.); nhj@ckdbio.com (H.-J.N.) 3 Department of Sasang Constitutional Medicine, College of Korean Medicine, W"
PMID:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",body_fat,"tricornutum daily (n = 50), or a placebo (n = 50).; CKDB-322 supplementation resulted in statistically significant reductions in body fat mass and body fat percentage, as measured by dual-energy X-ray absorptiometry (DEXA), compared to the placebo group (p < 0.05).",p < 0.05,,,,,,,n = 50,detail_hint,supplement_queue,pending,,nutrients-18-00250-v2.pdf,1.000,24,Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum; Lactiplantibacillus plantarum Q180 and Phaeodacty- lum tricornutum; Lactobacillus; Lactiplantibacillus plantarum; probiotic strains belong to non-pathogenic; probiotic supplementation has emerged as a promising therapeutic approach; probiotic properties,,1.0 × 109 CFU of L. plantarum Q,n = 50; 100 adults,Body Fat; Adiposity; body mass index; BMI; waist circumference; body weight; triglycerides; microbiota; insulin; glucose,"Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Institute, Chong Kun Dang Bio (CKD Bio), Seoul 03742, Republic of Korea; ksy2022@ckdbio.com (S.-Y.K.); nhj@ckdbio.com (H.-J.N.) 3 Department of Sasang Constitutional Medicine, College of Korean Medicine, W"
PMID:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",lipid,"Among metabolic biomarkers, serum triglycerides and leptin levels decreased significantly in the CKDB-322 group compared to the placebo.",p < 0.05,,,,,,,n = 50,detail_hint,supplement_queue,pending,,nutrients-18-00250-v2.pdf,1.000,24,Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum; Lactiplantibacillus plantarum Q180 and Phaeodacty- lum tricornutum; Lactobacillus; Lactiplantibacillus plantarum; probiotic strains belong to non-pathogenic; probiotic supplementation has emerged as a promising therapeutic approach; probiotic properties,,1.0 × 109 CFU of L. plantarum Q,n = 50; 100 adults,Body Fat; Adiposity; body mass index; BMI; waist circumference; body weight; triglycerides; microbiota; insulin; glucose,"Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Institute, Chong Kun Dang Bio (CKD Bio), Seoul 03742, Republic of Korea; ksy2022@ckdbio.com (S.-Y.K.); nhj@ckdbio.com (H.-J.N.) 3 Department of Sasang Constitutional Medicine, College of Korean Medicine, W"
