evidence_id,evidence_type,source_database,source_accession,source_url,doi,pmid,title,year,journal,study_design,data_field_supported,extraction_note,curator,extraction_date
NCT:NCT03135041,clinical_trial,ClinicalTrials.gov,NCT03135041,https://clinicaltrials.gov/study/NCT03135041,,,The Effect of Prebiotic Fibres on Weight Loss in an Overweight and Obese Population,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search_supplement,2026-06-06
NCT:NCT05207488,clinical_trial,ClinicalTrials.gov,NCT05207488,https://clinicaltrials.gov/study/NCT05207488,,,"Gastrointestinal And Metabolic Effects From a Prebiotic, Lifting, and Aerobic iNtervention",2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search_supplement,2026-06-06
NCT:NCT05826184,clinical_trial,ClinicalTrials.gov,NCT05826184,https://clinicaltrials.gov/study/NCT05826184,,,Time Restricted Eating With or Without a Fiber Supplement for Weight Management in Pediatric Cancer Survivors,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search_supplement,2026-06-06
NCT:NCT04498455,clinical_trial,ClinicalTrials.gov,NCT04498455,https://clinicaltrials.gov/study/NCT04498455,,,Study of a Prebiotic Supplement to Mitigate Excessive Weight Gain Among Physicians in Residency,2018,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search_supplement,2026-06-06
NCT:NCT05140070,clinical_trial,ClinicalTrials.gov,NCT05140070,https://clinicaltrials.gov/study/NCT05140070,,,Fruit and Vegetable Products Enriched With Fibre From Potato Starch With Prebiotic Properties for Children and Youth,2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search_supplement,2026-06-06
NCT:NCT07492485,clinical_trial,ClinicalTrials.gov,NCT07492485,https://clinicaltrials.gov/study/NCT07492485,,,Precision Nutrition Recommendations Generated by Metataxonomic Microbiome Testing Improve Food Group Choices and Intestinal Health Indicators in an Obese Population in Colombia,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search_supplement,2026-06-06
NCT:NCT07464691,clinical_trial,ClinicalTrials.gov,NCT07464691,https://clinicaltrials.gov/study/NCT07464691,,,Effect of Prebiotics in Saudi Adults With Type 2 Diabetes,2026,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search_supplement,2026-06-06
NCT:NCT01433120,clinical_trial,ClinicalTrials.gov,NCT01433120,https://clinicaltrials.gov/study/NCT01433120,,,Targeting the Gut Microbiome to Investigate the Pathways of Progression From Obesity to Metabolic Diseases in an At-risk Population.,2011,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search_supplement,2026-06-06
NCT:NCT03312660,clinical_trial,ClinicalTrials.gov,NCT03312660,https://clinicaltrials.gov/study/NCT03312660,,,Effect of a Kefir Beverage on Immunity and Lipid Profile,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06963840,clinical_trial,ClinicalTrials.gov,NCT06963840,https://clinicaltrials.gov/study/NCT06963840,,,Effect of Theronomic Ova-All Care on Biomarkers of Ovarian Health in Adult Female With Polycystic Ovarian Syndrome,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04555447,clinical_trial,ClinicalTrials.gov,NCT04555447,https://clinicaltrials.gov/study/NCT04555447,,,Gastrointestinal Tolerability to Agavins and Impact on Host-gut Microbiota-metabolism Interactions Modulation,2019,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06030999,clinical_trial,ClinicalTrials.gov,NCT06030999,https://clinicaltrials.gov/study/NCT06030999,,,The Prevention And Treatment On Obesity And Weight Management By Oral Supplementation Of Probiotics And Prebiotics,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07097974,clinical_trial,ClinicalTrials.gov,NCT07097974,https://clinicaltrials.gov/study/NCT07097974,,,Evaluation of the Efficacy of the Composite WM Formula in Body Weight Change,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT01235026,clinical_trial,ClinicalTrials.gov,NCT01235026,https://clinicaltrials.gov/study/NCT01235026,,,Synbiotics and Low Grade Inflammation in Obese Subjects,2010,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05664321,clinical_trial,ClinicalTrials.gov,NCT05664321,https://clinicaltrials.gov/study/NCT05664321,,,Influence of Adiposity and Other Factors on the Gut Microbiota Composition,2019,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02041975,clinical_trial,ClinicalTrials.gov,NCT02041975,https://clinicaltrials.gov/study/NCT02041975,,,Effects of Prebiotic-based Snacks on the Gut Microbiota and Perceived 'Satisfaction',2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02125955,clinical_trial,ClinicalTrials.gov,NCT02125955,https://clinicaltrials.gov/study/NCT02125955,,,"Effect of Prebiotic Intake on Adiposity, Satiety and Gut Microbiota in Overweight and Obese Children",2014,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05791604,clinical_trial,ClinicalTrials.gov,NCT05791604,https://clinicaltrials.gov/study/NCT05791604,,,The Intervention of Obesity in Children With Prader-Willi Syndrome Using Prebiotics and Probiotics,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03477916,clinical_trial,ClinicalTrials.gov,NCT03477916,https://clinicaltrials.gov/study/NCT03477916,,,Fecal Microbial Transplantation and Fiber Supplementation in Participants With Obesity and Metabolic Syndrome.,2018,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02958644,clinical_trial,ClinicalTrials.gov,NCT02958644,https://clinicaltrials.gov/study/NCT02958644,,,Effect of Synbiotic Supplement on the Body Mass Index of Participants With Severe Obesity,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02773927,clinical_trial,ClinicalTrials.gov,NCT02773927,https://clinicaltrials.gov/study/NCT02773927,,,Combination of Metformin/Inulin vs Inulin on Adiponectin in Metabolic Syndrome,2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT00522353,clinical_trial,ClinicalTrials.gov,NCT00522353,https://clinicaltrials.gov/study/NCT00522353,,,Prebiotic Fiber as a Modifier of Satiety Hormones and Body Weight in Overweight and Obese Adults,2007,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05000775,clinical_trial,ClinicalTrials.gov,NCT05000775,https://clinicaltrials.gov/study/NCT05000775,,,The Influence of GNiib® in Obesity Management in Obese Young Individuals in Hong Kong.,2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02151825,clinical_trial,ClinicalTrials.gov,NCT02151825,https://clinicaltrials.gov/study/NCT02151825,,,Effect of a Synbiotic on the Gut Microbiota and Adiposity-related Markers in Healthy Overweight Subjects,2011,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02158676,clinical_trial,ClinicalTrials.gov,NCT02158676,https://clinicaltrials.gov/study/NCT02158676,,,Effect of Prebiotic and Synbiotic Supplementation in Individuals Undergoing Roux-en-y Gastric Bypass.,2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06710106,clinical_trial,ClinicalTrials.gov,NCT06710106,https://clinicaltrials.gov/study/NCT06710106,,,Effect of a Low-calorie Diet With a Prebiotic Supplement on Health of Overweight-obese Subjects.,2024,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02217579,clinical_trial,ClinicalTrials.gov,NCT02217579,https://clinicaltrials.gov/study/NCT02217579,,,Effect of Protein and Prebiotic Fiber Intake on Adiposity in Overweight and Obese Adults,2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04810572,clinical_trial,ClinicalTrials.gov,NCT04810572,https://clinicaltrials.gov/study/NCT04810572,,,Nutraceutical Composition Containing Natural Products Derivatives on the Modulation of the Endocrine Neuroimmune Axis,2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03530501,clinical_trial,ClinicalTrials.gov,NCT03530501,https://clinicaltrials.gov/study/NCT03530501,,,Effect of Very-low Calorie Diet and Synbiotic Supplementation in Gut Microbiota (Pronokal Method),2016,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT01004120,clinical_trial,ClinicalTrials.gov,NCT01004120,https://clinicaltrials.gov/study/NCT01004120,,,Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults,2009,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04809688,clinical_trial,ClinicalTrials.gov,NCT04809688,https://clinicaltrials.gov/study/NCT04809688,,,Saskatoon Berry on Metabolism and Gut Microbiota in Healthy Subjects,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04398693,clinical_trial,ClinicalTrials.gov,NCT04398693,https://clinicaltrials.gov/study/NCT04398693,,,Evaluation of Intestinal Microbiota Manipulation to Treat Resistant Hypertension,2019,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03266055,clinical_trial,ClinicalTrials.gov,NCT03266055,https://clinicaltrials.gov/study/NCT03266055,,,Effects of Blueberry on Gut Microbiota and Metabolic Syndrome,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
